path	records	elections	subject	sensitivity	public	note
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.fiziniu-asmenu	781	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.fiziniu-asmenu-mazos-aukos	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.is-ju-grazinta-aukotojui-is-viso	252	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.is-ju-pinigines-aukos-is-viso	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.is-ju-savanoriski-darbai-is-viso	109	4	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.is-viso	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.juridiniu-asmenu	252	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.juridiniu-asmenu-aukos	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.kandidato-nuosavos-lesos	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.nepinigines-aukos-is-viso	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.pervesta-i-valstybes-biudzeta-is-viso	252	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.politines-partijos-gauti-valstybes-biudzeto-asignavimai-panaudoti-politinei-kampanijai-finansuoti	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].totals.politines-partijos-lesos	779	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].urls[]	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].label	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].slug	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].url	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer	1242	10	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.companyCode	2125	17	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.companyName	2125	17	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.email	2125	17	third-party	contact	drop	the treasurer's / auditor's phone and e-mail; DROPPED by the public profile
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.name	2125	17	third-party	identifying	ship	
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.phone	2125	17	third-party	contact	drop	the treasurer's / auditor's phone and e-mail; DROPPED by the public profile
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].treasurer.title	2125	17	third-party	organisation	ship	
rawData.politinesKampanijosDalyvioDuomenys.sectionDescription	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.privaciuInteresuDeklaracija.sections[]	406	8	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].columns[]	46898	28	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].description	34364	18	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].items[]	150	2	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].items[].key	53390	26	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].items[].value	53390	26	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].records[].items[]	6	1	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].records[].items[].key	15908	10	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].records[].items[].value	15908	10	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].records[].recordType	15913	10	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].rows[][]	46898	28	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].sectionId	66584	28	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.privaciuInteresuDeklaracija.sections[].title	82497	38	candidate	mixed	ship	the private-interest declaration as published, spouse and third parties included; see normalized.privaciu-interesu-deklaracija
rawData.profile.biographyUrl	950	6	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.candidateDisplayName	113073	55	candidate	identifying	ship	
rawData.profile.electedNote	105737	47	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.fields[]	10147	2	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.fields[].displayValue	95590	45	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.fields[].key	95590	45	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.fields[].urls[]	95590	45	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.incomeDeclarationUrl	7336	8	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.officeHeading	29908	15	candidate	mixed	ship	the candidate card as published: nomination, constituency, list, elected note, document links; see normalized.profilis
rawData.profile.photoMeta.bytes	27493	49	none	technical	ship	
rawData.profile.photoMeta.error	38	3	none	technical	ship	
rawData.profile.photoMeta.fetchedAt	25332	41	none	technical	ship	
rawData.profile.photoMeta.mime	27493	49	none	technical	ship	
rawData.profile.photoMeta.sha256	27493	49	none	technical	ship	
rawData.profile.photoMeta.url	25332	41	none	technical	ship	
rawData.profile.photoSrc	105737	47	candidate	identifying	ship	the portrait reference (sidecar path or URL)
rawData.profile.photoUrl	950	6	candidate	identifying	ship	the portrait reference (sidecar path or URL)
rawData.programa.sourceUrl	21	2	candidate	biographical	ship	
rawData.programa.text	21	2	candidate	biographical	ship	
rawData.residence	12100	8	none	technical	ship	an empty section: the key exists and holds nothing on this record
rawData.skenai.deklaracija.forma	17	1	candidate	technical	ship	the URLs of VRK's scanned documents on the 2002/2004 presidential pages (declaration, questionnaire, health certificate, statement); the corpus holds the links, not the scans
rawData.skenai.deklaracija.url	17	1	candidate	technical	ship	the URLs of VRK's scanned documents on the 2002/2004 presidential pages (declaration, questionnaire, health certificate, statement); the corpus holds the links, not the scans
rawData.skenai.duomenu-anketa[]	17	1	candidate	technical	ship	the URLs of VRK's scanned documents on the 2002/2004 presidential pages (declaration, questionnaire, health certificate, statement); the corpus holds the links, not the scans
rawData.skenai.pareiskimas	17	1	candidate	technical	ship	the URLs of VRK's scanned documents on the 2002/2004 presidential pages (declaration, questionnaire, health certificate, statement); the corpus holds the links, not the scans
rawData.skenai.sveikatos-pazyma[]	17	1	candidate	technical	ship	the URLs of VRK's scanned documents on the 2002/2004 presidential pages (declaration, questionnaire, health certificate, statement); the corpus holds the links, not the scans
rawData.turtoIrPajamuDeklaracijos.forma	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.found	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.isdave	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.isdavimoData	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.items[].periods.pabaigoje	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.items[].periods.pradzioje	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.items[].prompt	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.items[].value	27	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.note	51282	22	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[]	27	2	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].issuer	1501	4	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].items[]	1	1	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].items[].form	1501	4	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].items[].income	1501	4	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].items[].key	84374	42	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
rawData.turtoIrPajamuDeklaracijos.sections[].items[].label	1500	4	candidate	mixed	ship	the declaration extract as published, family counts included; see normalized.turto-ir-pajamu-deklaracijos
